Individual,Age,CSP,iris,Couple,Sexe
7749,10 à 14 ans,null,765400202,null,Hommes
7750,15 à 19 ans,Autres personnes sans activité professionnelle,765400702,Ne vivant pas en couple,Femmes
7751,40 à 44 ans,Professions intermédiaires,765401002,Ne vivant pas en couple,Femmes
7752,10 à 14 ans,null,765401001,null,Femmes
7753,10 à 14 ans,null,765400404,null,Hommes
7754,15 à 19 ans,Autres personnes sans activité professionnelle,765400202,Ne vivant pas en couple,Hommes
7755,20 à 24 ans,Autres personnes sans activité professionnelle,765401005,Ne vivant pas en couple,Hommes
7756,5 à 9 ans,null,765400304,null,Femmes
7757,45 à 49 ans,Employés,765400405,Vivant en couple,Femmes
7758,25 à 29 ans,Ouvriers,765400701,Vivant en couple,Hommes
7759,55 à 59 ans,Retraités,765400405,Vivant en couple,Hommes
7760,35 à 39 ans,Employés,765400304,Vivant en couple,Femmes
7761,10 à 14 ans,null,765400304,null,Femmes
7762,55 à 59 ans,Professions intermédiaires,765400503,Vivant en couple,Hommes
7763,80 à 84 ans,Autres personnes sans activité professionnelle,765400402,Vivant en couple,Femmes
7764,20 à 24 ans,Ouvriers,765400503,Ne vivant pas en couple,Hommes
7765,35 à 39 ans,Professions intermédiaires,765400404,Vivant en couple,Femmes
7766,45 à 49 ans,Ouvriers,765401003,Ne vivant pas en couple,Hommes
7767,50 à 54 ans,Ouvriers,765400203,Vivant en couple,Hommes
7768,85 à 89 ans,Retraités,765400101,Ne vivant pas en couple,Femmes
7769,10 à 14 ans,null,765401004,null,Femmes
7770,50 à 54 ans,Professions intermédiaires,765400104,Ne vivant pas en couple,Hommes
7771,40 à 44 ans,Autres personnes sans activité professionnelle,765400801,Vivant en couple,Femmes
7772,45 à 49 ans,Professions intermédiaires,765400306,Vivant en couple,Hommes
7773,45 à 49 ans,Ouvriers,765400501,Ne vivant pas en couple,Hommes
7774,50 à 54 ans,Ouvriers,765400503,Vivant en couple,Hommes
7775,30 à 34 ans,Professions intermédiaires,765400301,Vivant en couple,Femmes
7776,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400101,Vivant en couple,Hommes
7777,25 à 29 ans,Employés,765400902,Ne vivant pas en couple,Hommes
7778,60 à 64 ans,Retraités,765400204,Ne vivant pas en couple,Hommes
7779,75 à 79 ans,Retraités,765400305,Vivant en couple,Femmes
7780,Moins de 5 ans,null,765400503,null,Femmes
7781,80 à 84 ans,Retraités,765401003,Ne vivant pas en couple,Femmes
7782,50 à 54 ans,Ouvriers,765400601,Vivant en couple,Hommes
7783,10 à 14 ans,null,765400501,null,Hommes
7784,40 à 44 ans,Autres personnes sans activité professionnelle,765400602,Vivant en couple,Hommes
7785,20 à 24 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
7786,30 à 34 ans,Employés,765400102,Vivant en couple,Femmes
7787,25 à 29 ans,Ouvriers,765400404,Ne vivant pas en couple,Hommes
7788,5 à 9 ans,null,765400901,null,Femmes
7789,70 à 74 ans,Retraités,765400802,Vivant en couple,Femmes
7790,40 à 44 ans,Employés,765400601,Vivant en couple,Femmes
7791,20 à 24 ans,Autres personnes sans activité professionnelle,765400201,Ne vivant pas en couple,Femmes
7792,20 à 24 ans,Employés,765400305,Vivant en couple,Femmes
7793,15 à 19 ans,Employés,765400802,Ne vivant pas en couple,Femmes
7794,10 à 14 ans,null,765400901,null,Femmes
7795,40 à 44 ans,Employés,765400304,Vivant en couple,Femmes
7796,20 à 24 ans,Employés,765400306,Vivant en couple,Hommes
7797,30 à 34 ans,Autres personnes sans activité professionnelle,765401005,Vivant en couple,Hommes
7798,30 à 34 ans,Employés,765400105,Vivant en couple,Femmes
7799,40 à 44 ans,Employés,765400604,Vivant en couple,Femmes
7800,30 à 34 ans,Employés,765400304,Vivant en couple,Femmes
7801,15 à 19 ans,Ouvriers,765400202,Ne vivant pas en couple,Hommes
7802,60 à 64 ans,Retraités,765401002,Vivant en couple,Femmes
7803,5 à 9 ans,null,765400702,null,Femmes
7804,65 à 69 ans,Retraités,765400405,Ne vivant pas en couple,Femmes
7805,80 à 84 ans,Autres personnes sans activité professionnelle,765401004,Ne vivant pas en couple,Femmes
7806,40 à 44 ans,Artisans. commerçants. chefs d'entreprise,765401005,Ne vivant pas en couple,Femmes
7807,90 à 94 ans,Retraités,765400304,Ne vivant pas en couple,Hommes
7808,45 à 49 ans,Ouvriers,765401002,Vivant en couple,Hommes
7809,5 à 9 ans,null,765400305,null,Hommes
7810,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400304,Vivant en couple,Femmes
7811,20 à 24 ans,Autres personnes sans activité professionnelle,765401005,Ne vivant pas en couple,Hommes
7812,65 à 69 ans,Retraités,765400202,Ne vivant pas en couple,Hommes
7813,50 à 54 ans,Cadres et professions intellectuelles supérieures,765401001,Vivant en couple,Hommes
7814,5 à 9 ans,null,765400204,null,Femmes
7815,35 à 39 ans,Employés,765401001,Vivant en couple,Femmes
7816,20 à 24 ans,Ouvriers,765400103,Vivant en couple,Hommes
7817,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400203,Vivant en couple,Hommes
7818,40 à 44 ans,Professions intermédiaires,765400306,Vivant en couple,Hommes
7819,Moins de 5 ans,null,765400202,null,Femmes
7820,40 à 44 ans,Employés,765400403,Vivant en couple,Femmes
7821,40 à 44 ans,Professions intermédiaires,765400502,Vivant en couple,Hommes
7822,Moins de 5 ans,null,765400102,null,Hommes
7823,15 à 19 ans,Artisans. commerçants. chefs d'entreprise,765400106,Ne vivant pas en couple,Femmes
7824,80 à 84 ans,Retraités,765400104,Ne vivant pas en couple,Femmes
7825,55 à 59 ans,Retraités,765400301,Vivant en couple,Femmes
7826,5 à 9 ans,null,765401002,null,Femmes
7827,25 à 29 ans,Employés,765400203,Vivant en couple,Femmes
7828,70 à 74 ans,Autres personnes sans activité professionnelle,765401003,Vivant en couple,Hommes
7829,10 à 14 ans,null,765400901,null,Hommes
7830,60 à 64 ans,Retraités,765400101,Vivant en couple,Femmes
7831,75 à 79 ans,Retraités,765400303,Vivant en couple,Femmes
7832,70 à 74 ans,Retraités,765400403,Ne vivant pas en couple,Hommes
7833,35 à 39 ans,Employés,765400604,Vivant en couple,Femmes
7834,5 à 9 ans,null,765400504,null,Hommes
7835,Moins de 5 ans,null,765400204,null,Femmes
7836,65 à 69 ans,Retraités,765400902,Ne vivant pas en couple,Hommes
7837,65 à 69 ans,Retraités,765401003,Vivant en couple,Femmes
7838,Moins de 5 ans,null,765400105,null,Hommes
7839,85 à 89 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
7840,70 à 74 ans,Retraités,765400101,Vivant en couple,Hommes
7841,50 à 54 ans,Ouvriers,765400106,Vivant en couple,Hommes
7842,40 à 44 ans,Ouvriers,765400106,Vivant en couple,Femmes
7843,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400403,Ne vivant pas en couple,Hommes
7844,20 à 24 ans,Employés,765400203,Ne vivant pas en couple,Femmes
7845,25 à 29 ans,Professions intermédiaires,765400404,Vivant en couple,Femmes
7846,30 à 34 ans,Ouvriers,765400901,Vivant en couple,Hommes
7847,55 à 59 ans,Ouvriers,765400405,Vivant en couple,Femmes
7848,55 à 59 ans,Retraités,765400901,Vivant en couple,Femmes
7849,15 à 19 ans,Autres personnes sans activité professionnelle,765400303,Ne vivant pas en couple,Hommes
7850,15 à 19 ans,Employés,765401001,Ne vivant pas en couple,Hommes
7851,55 à 59 ans,Retraités,765400202,Vivant en couple,Femmes
7852,10 à 14 ans,null,765400403,null,Femmes
7853,50 à 54 ans,Employés,765400601,Vivant en couple,Femmes
7854,50 à 54 ans,Ouvriers,765401005,Vivant en couple,Hommes
7855,Moins de 5 ans,null,765400403,null,Femmes
7856,60 à 64 ans,Cadres et professions intellectuelles supérieures,765400404,Vivant en couple,Femmes
7857,55 à 59 ans,Retraités,765400104,Vivant en couple,Femmes
7858,10 à 14 ans,null,765401004,null,Femmes
7859,20 à 24 ans,Autres personnes sans activité professionnelle,765400203,Vivant en couple,Hommes
7860,5 à 9 ans,null,765400306,null,Hommes
7861,60 à 64 ans,Ouvriers,765400503,Vivant en couple,Hommes
7862,65 à 69 ans,Retraités,765400203,Vivant en couple,Femmes
7863,60 à 64 ans,Retraités,765400602,Vivant en couple,Hommes
7864,85 à 89 ans,Retraités,765401005,Vivant en couple,Hommes
7865,5 à 9 ans,null,765400106,null,Hommes
7866,40 à 44 ans,Employés,765400106,Vivant en couple,Femmes
7867,15 à 19 ans,Autres personnes sans activité professionnelle,765400204,Ne vivant pas en couple,Femmes
7868,20 à 24 ans,Ouvriers,765400202,Vivant en couple,Femmes
7869,35 à 39 ans,Professions intermédiaires,765400501,Ne vivant pas en couple,Femmes
7870,40 à 44 ans,Ouvriers,765400105,Vivant en couple,Hommes
7871,45 à 49 ans,Professions intermédiaires,765400402,Vivant en couple,Femmes
7872,45 à 49 ans,Autres personnes sans activité professionnelle,765400601,Vivant en couple,Hommes
7873,15 à 19 ans,Employés,765400901,Vivant en couple,Femmes
7874,50 à 54 ans,Employés,765401003,Vivant en couple,Hommes
7875,30 à 34 ans,Employés,765400106,Ne vivant pas en couple,Femmes
7876,10 à 14 ans,null,765400901,null,Hommes
7877,55 à 59 ans,Retraités,765400501,Ne vivant pas en couple,Femmes
7878,45 à 49 ans,Professions intermédiaires,765400603,Ne vivant pas en couple,Hommes
7879,50 à 54 ans,Professions intermédiaires,765400103,Ne vivant pas en couple,Femmes
7880,20 à 24 ans,Autres personnes sans activité professionnelle,765400501,Vivant en couple,Femmes
7881,55 à 59 ans,Artisans. commerçants. chefs d'entreprise,765400305,Vivant en couple,Femmes
7882,55 à 59 ans,Professions intermédiaires,765400502,Vivant en couple,Femmes
7883,35 à 39 ans,Employés,765400101,Ne vivant pas en couple,Femmes
7884,25 à 29 ans,Professions intermédiaires,765400301,Vivant en couple,Femmes
7885,10 à 14 ans,null,765400103,null,Hommes
7886,55 à 59 ans,Professions intermédiaires,765400102,Vivant en couple,Hommes
7887,20 à 24 ans,Employés,765400604,Ne vivant pas en couple,Hommes
7888,25 à 29 ans,Employés,765400402,Vivant en couple,Femmes
7889,55 à 59 ans,Retraités,765401003,Ne vivant pas en couple,Femmes
7890,45 à 49 ans,Autres personnes sans activité professionnelle,765400304,Vivant en couple,Femmes
7891,35 à 39 ans,Employés,765400601,Ne vivant pas en couple,Femmes
7892,60 à 64 ans,Retraités,765400405,Vivant en couple,Femmes
7893,40 à 44 ans,Employés,765400203,Vivant en couple,Femmes
7894,55 à 59 ans,Employés,765400501,Vivant en couple,Femmes
7895,30 à 34 ans,Ouvriers,765400201,Ne vivant pas en couple,Hommes
7896,85 à 89 ans,Retraités,765400201,Ne vivant pas en couple,Femmes
7897,Moins de 5 ans,null,765400502,null,Hommes
7898,15 à 19 ans,Autres personnes sans activité professionnelle,765401001,Vivant en couple,Femmes
7899,70 à 74 ans,Retraités,765400501,Vivant en couple,Femmes
7900,Moins de 5 ans,null,765400203,null,Femmes
7901,35 à 39 ans,Ouvriers,765400103,Vivant en couple,Hommes
7902,30 à 34 ans,Employés,765400601,Ne vivant pas en couple,Femmes
7903,50 à 54 ans,Employés,765400204,Vivant en couple,Femmes
7904,85 à 89 ans,Retraités,765400203,Ne vivant pas en couple,Femmes
7905,15 à 19 ans,Autres personnes sans activité professionnelle,765401003,Ne vivant pas en couple,Hommes
7906,20 à 24 ans,Employés,765400604,Ne vivant pas en couple,Femmes
7907,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400802,Vivant en couple,Hommes
7908,70 à 74 ans,Retraités,765401004,Vivant en couple,Hommes
7909,10 à 14 ans,null,765400202,null,Hommes
7910,70 à 74 ans,Autres personnes sans activité professionnelle,765400901,Vivant en couple,Femmes
7911,25 à 29 ans,Employés,765400501,Vivant en couple,Femmes
7912,35 à 39 ans,Employés,765400106,Vivant en couple,Hommes
7913,40 à 44 ans,Employés,765400501,Ne vivant pas en couple,Femmes
7914,40 à 44 ans,Ouvriers,765400202,Ne vivant pas en couple,Hommes
7915,Moins de 5 ans,null,765401003,null,Hommes
7916,25 à 29 ans,Professions intermédiaires,765400504,Vivant en couple,Hommes
7917,15 à 19 ans,Autres personnes sans activité professionnelle,765400303,Ne vivant pas en couple,Hommes
7918,10 à 14 ans,null,765400902,null,Hommes
7919,5 à 9 ans,null,765400105,null,Hommes
7920,5 à 9 ans,null,765401001,null,Hommes
7921,65 à 69 ans,Retraités,765400501,Ne vivant pas en couple,Femmes
7922,65 à 69 ans,Retraités,765401005,Vivant en couple,Femmes
7923,Moins de 5 ans,null,765400402,null,Hommes
7924,40 à 44 ans,Ouvriers,765401001,Vivant en couple,Hommes
7925,70 à 74 ans,Retraités,765400102,Vivant en couple,Femmes
7926,55 à 59 ans,Retraités,765400801,Ne vivant pas en couple,Hommes
7927,Moins de 5 ans,null,765400601,null,Femmes
7928,10 à 14 ans,null,765400802,null,Femmes
7929,10 à 14 ans,null,765400105,null,Femmes
7930,75 à 79 ans,Retraités,765400305,Ne vivant pas en couple,Femmes
7931,20 à 24 ans,Employés,765401001,Ne vivant pas en couple,Femmes
7932,20 à 24 ans,Cadres et professions intellectuelles supérieures,765400502,Ne vivant pas en couple,Femmes
7933,25 à 29 ans,Professions intermédiaires,765400405,Ne vivant pas en couple,Hommes
7934,30 à 34 ans,Employés,765400204,Vivant en couple,Femmes
7935,20 à 24 ans,Employés,765400304,Ne vivant pas en couple,Hommes
7936,45 à 49 ans,Autres personnes sans activité professionnelle,765400402,Vivant en couple,Hommes
7937,25 à 29 ans,Cadres et professions intellectuelles supérieures,765400502,Ne vivant pas en couple,Hommes
7938,70 à 74 ans,Retraités,765400103,Vivant en couple,Femmes
7939,20 à 24 ans,Employés,765400102,Ne vivant pas en couple,Hommes
7940,85 à 89 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
7941,50 à 54 ans,Employés,765400106,Ne vivant pas en couple,Hommes
7942,Moins de 5 ans,null,765400602,null,Hommes
7943,65 à 69 ans,Retraités,765400802,Ne vivant pas en couple,Hommes
7944,15 à 19 ans,Autres personnes sans activité professionnelle,765400106,Ne vivant pas en couple,Femmes
7945,75 à 79 ans,Autres personnes sans activité professionnelle,765400405,Ne vivant pas en couple,Femmes
7946,15 à 19 ans,Autres personnes sans activité professionnelle,765401002,Ne vivant pas en couple,Hommes
7947,20 à 24 ans,Autres personnes sans activité professionnelle,765400501,Ne vivant pas en couple,Hommes
7948,Moins de 5 ans,null,765400305,null,Femmes
7949,55 à 59 ans,Retraités,765401001,Vivant en couple,Femmes
7950,30 à 34 ans,Ouvriers,765400405,Ne vivant pas en couple,Hommes
7951,50 à 54 ans,Ouvriers,765400801,Vivant en couple,Hommes
7952,70 à 74 ans,Retraités,765400402,Vivant en couple,Hommes
7953,55 à 59 ans,Retraités,765400303,Vivant en couple,Hommes
7954,35 à 39 ans,Employés,765400101,Vivant en couple,Femmes
7955,25 à 29 ans,Professions intermédiaires,765400106,Ne vivant pas en couple,Femmes
7956,45 à 49 ans,Professions intermédiaires,765400701,Vivant en couple,Femmes
7957,90 à 94 ans,Retraités,765400802,Vivant en couple,Hommes
7958,35 à 39 ans,Professions intermédiaires,765400104,Vivant en couple,Femmes
7959,55 à 59 ans,Retraités,765400503,Vivant en couple,Femmes
7960,Moins de 5 ans,null,765400101,null,Hommes
7961,20 à 24 ans,Autres personnes sans activité professionnelle,765400801,Ne vivant pas en couple,Hommes
7962,30 à 34 ans,Professions intermédiaires,765400303,Vivant en couple,Hommes
7963,70 à 74 ans,Retraités,765400101,Ne vivant pas en couple,Hommes
7964,35 à 39 ans,Professions intermédiaires,765400204,Vivant en couple,Femmes
7965,55 à 59 ans,Employés,765400202,Vivant en couple,Femmes
7966,Moins de 5 ans,null,765400305,null,Hommes
7967,25 à 29 ans,Cadres et professions intellectuelles supérieures,765400103,Vivant en couple,Hommes
7968,85 à 89 ans,Retraités,765400601,Ne vivant pas en couple,Femmes
7969,10 à 14 ans,null,765400402,null,Hommes
7970,Moins de 5 ans,null,765400801,null,Femmes
7971,75 à 79 ans,Retraités,765400503,Ne vivant pas en couple,Hommes
7972,10 à 14 ans,null,765400305,null,Hommes
7973,25 à 29 ans,Ouvriers,765401005,Vivant en couple,Hommes
7974,65 à 69 ans,Retraités,765400304,Ne vivant pas en couple,Femmes
7975,40 à 44 ans,Employés,765400701,Ne vivant pas en couple,Femmes
7976,50 à 54 ans,Ouvriers,765400701,Vivant en couple,Hommes
7977,75 à 79 ans,Retraités,765401001,Vivant en couple,Femmes
7978,5 à 9 ans,null,765400502,null,Femmes
7979,20 à 24 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Femmes
7980,10 à 14 ans,null,765400901,null,Femmes
7981,5 à 9 ans,null,765400701,null,Femmes
7982,35 à 39 ans,Employés,765400203,Ne vivant pas en couple,Femmes
7983,50 à 54 ans,Professions intermédiaires,765400802,Vivant en couple,Femmes
7984,65 à 69 ans,Retraités,765401005,Vivant en couple,Femmes
7985,40 à 44 ans,Ouvriers,765400801,Vivant en couple,Hommes
7986,40 à 44 ans,Professions intermédiaires,765400305,Ne vivant pas en couple,Femmes
7987,55 à 59 ans,Retraités,765400201,Vivant en couple,Femmes
7988,75 à 79 ans,Retraités,765400305,Vivant en couple,Femmes
7989,20 à 24 ans,Cadres et professions intellectuelles supérieures,765400305,Ne vivant pas en couple,Hommes
7990,35 à 39 ans,Ouvriers,765400802,Vivant en couple,Hommes
7991,30 à 34 ans,Ouvriers,765400901,Vivant en couple,Hommes
7992,60 à 64 ans,Retraités,765400306,Ne vivant pas en couple,Femmes
7993,80 à 84 ans,Retraités,765400204,Ne vivant pas en couple,Hommes
7994,75 à 79 ans,Retraités,765400604,Ne vivant pas en couple,Femmes
7995,25 à 29 ans,Autres personnes sans activité professionnelle,765400304,Vivant en couple,Femmes
7996,35 à 39 ans,Cadres et professions intellectuelles supérieures,765401003,Vivant en couple,Femmes
7997,40 à 44 ans,Cadres et professions intellectuelles supérieures,765401002,Ne vivant pas en couple,Hommes
7998,60 à 64 ans,Retraités,765401003,Ne vivant pas en couple,Femmes
7999,45 à 49 ans,Ouvriers,765400503,Vivant en couple,Hommes
8000,55 à 59 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Hommes
8001,40 à 44 ans,Artisans. commerçants. chefs d'entreprise,765401003,Ne vivant pas en couple,Femmes
8002,55 à 59 ans,Retraités,765401002,Ne vivant pas en couple,Femmes
8003,35 à 39 ans,Employés,765400801,Ne vivant pas en couple,Femmes
8004,20 à 24 ans,Ouvriers,765400303,Vivant en couple,Hommes
8005,40 à 44 ans,Cadres et professions intellectuelles supérieures,765401001,Ne vivant pas en couple,Hommes
8006,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400901,Vivant en couple,Hommes
8007,50 à 54 ans,Professions intermédiaires,765400303,Ne vivant pas en couple,Femmes
8008,55 à 59 ans,Autres personnes sans activité professionnelle,765400501,Vivant en couple,Femmes
8009,45 à 49 ans,Autres personnes sans activité professionnelle,765400601,Vivant en couple,Femmes
8010,5 à 9 ans,null,765400402,null,Hommes
8011,45 à 49 ans,Ouvriers,765400303,Ne vivant pas en couple,Hommes
8012,35 à 39 ans,Employés,765401005,Vivant en couple,Femmes
8013,20 à 24 ans,Professions intermédiaires,765400503,Ne vivant pas en couple,Hommes
8014,40 à 44 ans,Professions intermédiaires,765400601,Ne vivant pas en couple,Femmes
8015,40 à 44 ans,Employés,765400405,Vivant en couple,Femmes
8016,25 à 29 ans,Autres personnes sans activité professionnelle,765400802,Ne vivant pas en couple,Hommes
8017,20 à 24 ans,Employés,765400202,Ne vivant pas en couple,Hommes
8018,30 à 34 ans,Ouvriers,765400601,Ne vivant pas en couple,Hommes
8019,60 à 64 ans,Cadres et professions intellectuelles supérieures,765400204,Vivant en couple,Femmes
8020,75 à 79 ans,Retraités,765400303,Ne vivant pas en couple,Hommes
8021,65 à 69 ans,Retraités,765400405,Vivant en couple,Femmes
8022,40 à 44 ans,Employés,765400306,Vivant en couple,Femmes
8023,20 à 24 ans,Employés,765400503,Ne vivant pas en couple,Femmes
8024,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400201,Vivant en couple,Hommes
8025,35 à 39 ans,Employés,765400801,Ne vivant pas en couple,Hommes
8026,55 à 59 ans,Ouvriers,765401005,Vivant en couple,Hommes
8027,55 à 59 ans,Employés,765400602,Ne vivant pas en couple,Femmes
8028,20 à 24 ans,Autres personnes sans activité professionnelle,765400402,Vivant en couple,Femmes
8029,55 à 59 ans,Retraités,765400204,Vivant en couple,Hommes
8030,10 à 14 ans,null,765400701,null,Hommes
8031,45 à 49 ans,Ouvriers,765400504,Vivant en couple,Hommes
8032,45 à 49 ans,Employés,765401002,Vivant en couple,Femmes
8033,10 à 14 ans,null,765400802,null,Hommes
8034,50 à 54 ans,Autres personnes sans activité professionnelle,765400301,Vivant en couple,Hommes
8035,35 à 39 ans,Professions intermédiaires,765400504,Vivant en couple,Hommes
8036,50 à 54 ans,Autres personnes sans activité professionnelle,765400504,Vivant en couple,Femmes
8037,50 à 54 ans,Ouvriers,765400103,Vivant en couple,Hommes
8038,20 à 24 ans,Employés,765400601,Ne vivant pas en couple,Hommes
8039,25 à 29 ans,Professions intermédiaires,765400501,Vivant en couple,Hommes
8040,Moins de 5 ans,null,765400101,null,Femmes
8041,50 à 54 ans,Professions intermédiaires,765401003,Vivant en couple,Femmes
8042,40 à 44 ans,Professions intermédiaires,765401002,Vivant en couple,Femmes
8043,30 à 34 ans,Artisans. commerçants. chefs d'entreprise,765400402,Vivant en couple,Hommes
8044,25 à 29 ans,Ouvriers,765400604,Ne vivant pas en couple,Hommes
8045,50 à 54 ans,Professions intermédiaires,765400802,Ne vivant pas en couple,Femmes
8046,75 à 79 ans,Retraités,765400203,Vivant en couple,Hommes
8047,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400202,Vivant en couple,Femmes
8048,55 à 59 ans,Retraités,765400103,Vivant en couple,Femmes
8049,70 à 74 ans,Retraités,765400102,Vivant en couple,Femmes
8050,10 à 14 ans,null,765401001,null,Femmes
8051,60 à 64 ans,Retraités,765400203,Ne vivant pas en couple,Hommes
8052,15 à 19 ans,Autres personnes sans activité professionnelle,765400101,Ne vivant pas en couple,Hommes
8053,55 à 59 ans,Retraités,765400401,Vivant en couple,Hommes
8054,60 à 64 ans,Cadres et professions intellectuelles supérieures,765400402,Vivant en couple,Femmes
8055,85 à 89 ans,Retraités,765400106,Ne vivant pas en couple,Femmes
8056,75 à 79 ans,Retraités,765400403,Vivant en couple,Hommes
8057,35 à 39 ans,Professions intermédiaires,765400501,Ne vivant pas en couple,Femmes
8058,20 à 24 ans,Cadres et professions intellectuelles supérieures,765401005,Ne vivant pas en couple,Hommes
8059,35 à 39 ans,Professions intermédiaires,765401002,Vivant en couple,Hommes
8060,10 à 14 ans,null,765400106,null,Hommes
8061,60 à 64 ans,Professions intermédiaires,765400701,Ne vivant pas en couple,Femmes
8062,25 à 29 ans,Ouvriers,765401004,Vivant en couple,Femmes
8063,Moins de 5 ans,null,765400105,null,Femmes
8064,50 à 54 ans,Autres personnes sans activité professionnelle,765400503,Vivant en couple,Hommes
8065,40 à 44 ans,Professions intermédiaires,765400502,Vivant en couple,Femmes
8066,Moins de 5 ans,null,765400404,null,Femmes
8067,15 à 19 ans,Autres personnes sans activité professionnelle,765400204,Ne vivant pas en couple,Hommes
8068,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400103,Vivant en couple,Hommes
8069,60 à 64 ans,Professions intermédiaires,765400203,Vivant en couple,Femmes
8070,25 à 29 ans,Ouvriers,765400201,Vivant en couple,Hommes
8071,60 à 64 ans,Retraités,765401001,Vivant en couple,Hommes
8072,20 à 24 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
8073,5 à 9 ans,null,765400404,null,Hommes
8074,25 à 29 ans,Employés,765400104,Ne vivant pas en couple,Femmes
8075,65 à 69 ans,Retraités,765400204,Ne vivant pas en couple,Femmes
8076,70 à 74 ans,Retraités,765400402,Vivant en couple,Hommes
8077,45 à 49 ans,Ouvriers,765400504,Ne vivant pas en couple,Hommes
8078,65 à 69 ans,Autres personnes sans activité professionnelle,765400203,Vivant en couple,Femmes
8079,40 à 44 ans,Ouvriers,765400201,Vivant en couple,Hommes
8080,25 à 29 ans,Employés,765400403,Ne vivant pas en couple,Hommes
8081,20 à 24 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Hommes
8082,60 à 64 ans,Retraités,765401004,Ne vivant pas en couple,Femmes
8083,5 à 9 ans,null,765400202,null,Femmes
8084,10 à 14 ans,null,765400701,null,Hommes
8085,80 à 84 ans,Retraités,765400604,Ne vivant pas en couple,Femmes
8086,5 à 9 ans,null,765400802,null,Hommes
8087,50 à 54 ans,Professions intermédiaires,765400602,Vivant en couple,Hommes
8088,50 à 54 ans,Professions intermédiaires,765400601,Vivant en couple,Femmes
8089,10 à 14 ans,null,765400402,null,Hommes
8090,45 à 49 ans,Employés,765401004,Vivant en couple,Femmes
8091,30 à 34 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Femmes
8092,20 à 24 ans,Artisans. commerçants. chefs d'entreprise,765400701,Ne vivant pas en couple,Hommes
8093,55 à 59 ans,Employés,765400501,Vivant en couple,Femmes
8094,60 à 64 ans,Retraités,765400501,Ne vivant pas en couple,Femmes
8095,20 à 24 ans,Employés,765400106,Ne vivant pas en couple,Hommes
8096,20 à 24 ans,Ouvriers,765400601,Ne vivant pas en couple,Hommes
8097,15 à 19 ans,Autres personnes sans activité professionnelle,765400101,Ne vivant pas en couple,Hommes
8098,50 à 54 ans,Professions intermédiaires,765400203,Vivant en couple,Hommes
8099,20 à 24 ans,Ouvriers,765400503,Ne vivant pas en couple,Hommes
8100,Moins de 5 ans,null,765400202,null,Femmes
8101,15 à 19 ans,Autres personnes sans activité professionnelle,765400403,Ne vivant pas en couple,Femmes
8102,45 à 49 ans,Employés,765400105,Ne vivant pas en couple,Femmes
8103,15 à 19 ans,Autres personnes sans activité professionnelle,765400202,Ne vivant pas en couple,Hommes
8104,45 à 49 ans,Professions intermédiaires,765400103,Vivant en couple,Femmes
8105,10 à 14 ans,null,765400502,null,Hommes
8106,50 à 54 ans,Employés,765401003,Ne vivant pas en couple,Femmes
8107,10 à 14 ans,null,765400102,null,Femmes
8108,70 à 74 ans,Retraités,765400103,Vivant en couple,Femmes
8109,80 à 84 ans,Retraités,765400203,Vivant en couple,Hommes
8110,Moins de 5 ans,null,765400304,null,Hommes
8111,25 à 29 ans,Professions intermédiaires,765401002,Vivant en couple,Femmes
8112,25 à 29 ans,Autres personnes sans activité professionnelle,765400201,Vivant en couple,Femmes
8113,55 à 59 ans,Autres personnes sans activité professionnelle,765400501,Vivant en couple,Hommes
8114,20 à 24 ans,Ouvriers,765400601,Vivant en couple,Femmes
8115,5 à 9 ans,null,765400301,null,Hommes
8116,Moins de 5 ans,null,765400104,null,Femmes
8117,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400601,Vivant en couple,Hommes
8118,5 à 9 ans,null,765400202,null,Hommes
8119,Moins de 5 ans,null,765400305,null,Hommes
8120,80 à 84 ans,Retraités,765401002,Vivant en couple,Femmes
8121,15 à 19 ans,Ouvriers,765400802,Ne vivant pas en couple,Hommes
8122,50 à 54 ans,Employés,765400304,Vivant en couple,Femmes
8123,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400602,Ne vivant pas en couple,Hommes
8124,45 à 49 ans,Employés,765401004,Vivant en couple,Femmes
8125,5 à 9 ans,null,765400501,null,Femmes
8126,Moins de 5 ans,null,765400802,null,Femmes
8127,85 à 89 ans,Retraités,765400902,Ne vivant pas en couple,Femmes
